Date, Open, High, Low, Close
12/22/21, 6360.65, 6360.65, 6360.65, 6360.65
12/21/21, 6295.25, 6295.25, 6295.25, 6295.25
12/20/21, 6183.96, 6183.96, 6183.96, 6183.96
12/17/21, 6267.29, 6267.29, 6267.29, 6267.29
12/16/21, 6312.61, 6312.61, 6312.61, 6312.61
12/15/21, 6363.98, 6363.98, 6363.98, 6363.98
12/14/21, 6280.29, 6280.29, 6280.29, 6280.29
12/13/21, 6348.88, 6348.88, 6348.88, 6348.88
12/10/21, 6396.74, 6396.74, 6396.74, 6396.74
12/09/21, 6370.27, 6370.27, 6370.27, 6370.27
12/08/21, 6417.13, 6417.13, 6417.13, 6417.13
12/07/21, 6377.73, 6377.73, 6377.73, 6377.73
12/06/21, 6224.63, 6224.63, 6224.63, 6224.63
12/03/21, 6187.64, 6187.64, 6187.64, 6187.64
12/02/21, 6257.61, 6257.61, 6257.61, 6257.61
12/01/21, 6223.98, 6223.98, 6223.98, 6223.98
11/30/21, 6261.14, 6261.14, 6261.14, 6261.14
11/29/21, 6353.20, 6353.20, 6353.20, 6353.20
11/26/21, 6288.34, 6288.34, 6288.34, 6288.34
11/25/21, 6408.75, 6408.75, 6408.75, 6408.75
11/24/21, 6401.57, 6401.57, 6401.57, 6401.57
11/23/21, 6396.16, 6396.16, 6396.16, 6396.16
11/22/21, 6432.23, 6432.23, 6432.23, 6432.23
11/19/21, 6498.76, 6498.76, 6498.76, 6498.76
11/18/21, 6485.29, 6485.29, 6485.29, 6485.29
11/17/21, 6467.48, 6467.48, 6467.48, 6467.48
11/16/21, 6482.61, 6482.61, 6482.61, 6482.61
11/15/21, 6449.92, 6449.92, 6449.92, 6449.92
11/12/21, 6447.09, 6447.09, 6447.09, 6447.09
11/11/21, 6389.83, 6389.83, 6389.83, 6389.83
11/10/21, 6378.72, 6378.72, 6378.72, 6378.72
11/09/21, 6439.93, 6439.93, 6439.93, 6439.93
11/08/21, 6450.33, 6450.33, 6450.33, 6450.33
11/05/21, 6438.01, 6438.01, 6438.01, 6438.01
11/04/21, 6440.34, 6440.34, 6440.34, 6440.34
11/03/21, 6387.71, 6387.71, 6387.71, 6387.71
11/02/21, 6352.86, 6352.86, 6352.86, 6352.86
11/01/21, 6336.60, 6336.60, 6336.60, 6336.60
10/29/21, 6314.29, 6314.29, 6314.29, 6314.29
10/28/21, 6308.67, 6308.67, 6308.67, 6308.67
10/27/21, 6252.94, 6252.94, 6252.94, 6252.94
10/26/21, 6272.19, 6272.19, 6272.19, 6272.19
10/25/21, 6256.62, 6256.62, 6256.62, 6256.62
10/22/21, 6232.87, 6232.87, 6232.87, 6232.87
10/21/21, 6246.99, 6246.99, 6246.99, 6246.99
10/20/21, 6228.10, 6228.10, 6228.10, 6228.10
10/19/21, 6218.74, 6218.74, 6218.74, 6218.74
10/18/21, 6166.80, 6166.80, 6166.80, 6166.80
10/15/21, 6144.64, 6144.64, 6144.64, 6144.64
10/14/21, 6091.80, 6091.80, 6091.80, 6091.80
10/13/21, 5998.02, 5998.02, 5998.02, 5998.02
10/12/21, 5953.68, 5953.68, 5953.68, 5953.68
10/11/21, 5972.24, 5972.24, 5972.24, 5972.24
10/08/21, 5992.06, 5992.06, 5992.06, 5992.06
10/07/21, 6005.02, 6005.02, 6005.02, 6005.02
10/06/21, 5927.67, 5927.67, 5927.67, 5927.67
10/05/21, 5923.72, 5923.72, 5923.72, 5923.72
10/04/21, 5884.57, 5884.57, 5884.57, 5884.57
10/01/21, 5972.03, 5972.03, 5972.03, 5972.03
09/30/21, 5951.53, 5951.53, 5951.53, 5951.53
09/29/21, 5980.02, 5980.02, 5980.02, 5980.02
09/28/21, 6002.28, 6002.28, 6002.28, 6002.28
09/27/21, 6147.73, 6147.73, 6147.73, 6147.73
09/24/21, 6195.58, 6195.58, 6195.58, 6195.58
09/23/21, 6212.44, 6212.44, 6212.44, 6212.44
09/22/21, 6156.06, 6156.06, 6156.06, 6156.06
09/21/21, 6117.88, 6117.88, 6117.88, 6117.88
09/20/21, 6105.61, 6105.61, 6105.61, 6105.61
09/17/21, 6200.96, 6200.96, 6200.96, 6200.96
09/16/21, 6248.97, 6248.97, 6248.97, 6248.97
09/15/21, 6262.33, 6262.33, 6262.33, 6262.33
09/14/21, 6246.22, 6246.22, 6246.22, 6246.22
09/13/21, 6250.38, 6250.38, 6250.38, 6250.38
09/10/21, 6266.18, 6266.18, 6266.18, 6266.18
09/09/21, 6285.31, 6285.31, 6285.31, 6285.31
09/08/21, 6316.80, 6316.80, 6316.80, 6316.80
09/07/21, 6346.70, 6346.70, 6346.70, 6346.70
09/06/21, 6363.72, 6363.72, 6363.72, 6363.72
09/03/21, 6348.92, 6348.92, 6348.92, 6348.92
09/02/21, 6333.48, 6333.48, 6333.48, 6333.48
09/01/21, 6320.18, 6320.18, 6320.18, 6320.18
08/31/21, 6294.88, 6294.88, 6294.88, 6294.88
08/30/21, 6299.51, 6299.51, 6299.51, 6299.51
08/27/21, 6250.57, 6250.57, 6250.57, 6250.57
08/26/21, 6209.51, 6209.51, 6209.51, 6209.51
08/25/21, 6242.63, 6242.63, 6242.63, 6242.63
08/24/21, 6238.92, 6238.92, 6238.92, 6238.92
08/23/21, 6210.61, 6210.61, 6210.61, 6210.61
08/20/21, 6138.83, 6138.83, 6138.83, 6138.83
08/19/21, 6105.10, 6105.10, 6105.10, 6105.10
08/18/21, 6121.20, 6121.20, 6121.20, 6121.20
08/17/21, 6161.21, 6161.21, 6161.21, 6161.21
08/16/21, 6205.14, 6205.14, 6205.14, 6205.14
08/13/21, 6210.74, 6210.74, 6210.74, 6210.74
08/12/21, 6192.09, 6192.09, 6192.09, 6192.09
08/11/21, 6175.85, 6175.85, 6175.85, 6175.85
08/10/21, 6175.41, 6175.41, 6175.41, 6175.41
08/09/21, 6181.34, 6181.34, 6181.34, 6181.34
08/06/21, 6181.92, 6181.92, 6181.92, 6181.92
08/05/21, 6212.16, 6212.16, 6212.16, 6212.16
08/04/21, 6189.36, 6189.36, 6189.36, 6189.36
08/03/21, 6182.52, 6182.52, 6182.52, 6182.52
08/02/21, 6156.88, 6156.88, 6156.88, 6156.88
07/30/21, 6135.24, 6135.24, 6135.24, 6135.24
07/29/21, 6153.11, 6153.11, 6153.11, 6153.11
07/28/21, 6102.47, 6102.47, 6102.47, 6102.47
07/27/21, 6083.65, 6083.65, 6083.65, 6083.65
07/26/21, 6134.27, 6134.27, 6134.27, 6134.27
07/23/21, 6154.73, 6154.73, 6154.73, 6154.73
07/22/21, 6104.18, 6104.18, 6104.18, 6104.18
07/21/21, 6068.88, 6068.88, 6068.88, 6068.88
07/20/21, 6023.48, 6023.48, 6023.48, 6023.48
07/19/21, 5970.13, 5970.13, 5970.13, 5970.13
07/16/21, 6044.20, 6044.20, 6044.20, 6044.20
07/15/21, 6076.59, 6076.59, 6076.59, 6076.59
07/14/21, 6101.96, 6101.96, 6101.96, 6101.96
07/13/21, 6096.04, 6096.04, 6096.04, 6096.04
07/12/21, 6091.34, 6091.34, 6091.34, 6091.34
07/09/21, 6065.01, 6065.01, 6065.01, 6065.01
07/08/21, 6018.37, 6018.37, 6018.37, 6018.37
07/07/21, 6078.44, 6078.44, 6078.44, 6078.44
07/06/21, 6061.51, 6061.51, 6061.51, 6061.51
07/05/21, 6066.16, 6066.16, 6066.16, 6066.16
07/02/21, 6063.40, 6063.40, 6063.40, 6063.40
07/01/21, 6029.62, 6029.62, 6029.62, 6029.62
06/30/21, 6018.92, 6018.92, 6018.92, 6018.92
06/29/21, 6037.49, 6037.49, 6037.49, 6037.49
06/28/21, 6026.81, 6026.81, 6026.81, 6026.81
06/25/21, 6001.90, 6001.90, 6001.90, 6001.90
06/24/21, 5976.96, 5976.96, 5976.96, 5976.96
06/23/21, 5943.57, 5943.57, 5943.57, 5943.57
06/22/21, 5937.07, 5937.07, 5937.07, 5937.07
06/21/21, 5901.52, 5901.52, 5901.52, 5901.52
06/18/21, 5863.27, 5863.27, 5863.27, 5863.27
06/17/21, 5915.23, 5915.23, 5915.23, 5915.23
06/16/21, 5908.14, 5908.14, 5908.14, 5908.14
06/15/21, 5931.26, 5931.26, 5931.26, 5931.26
06/14/21, 5945.40, 5945.40, 5945.40, 5945.40
06/11/21, 5916.81, 5916.81, 5916.81, 5916.81
06/10/21, 5903.54, 5903.54, 5903.54, 5903.54
06/09/21, 5861.36, 5861.36, 5861.36, 5861.36
06/08/21, 5863.24, 5863.24, 5863.24, 5863.24
06/07/21, 5862.83, 5862.83, 5862.83, 5862.83
06/04/21, 5849.28, 5849.28, 5849.28, 5849.28
06/03/21, 5793.09, 5793.09, 5793.09, 5793.09
06/02/21, 5828.76, 5828.76, 5828.76, 5828.76
06/01/21, 5830.38, 5830.38, 5830.38, 5830.38
05/31/21, 5827.08, 5827.08, 5827.08, 5827.08
05/28/21, 5819.22, 5819.22, 5819.22, 5819.22
05/27/21, 5801.13, 5801.13, 5801.13, 5801.13
05/26/21, 5809.86, 5809.86, 5809.86, 5809.86
05/25/21, 5797.95, 5797.95, 5797.95, 5797.95
05/24/21, 5778.14, 5778.14, 5778.14, 5778.14
05/21/21, 5729.71, 5729.71, 5729.71, 5729.71
05/20/21, 5738.06, 5738.06, 5738.06, 5738.06
05/19/21, 5664.08, 5664.08, 5664.08, 5664.08
05/18/21, 5685.52, 5685.52, 5685.52, 5685.52
05/17/21, 5684.11, 5684.11, 5684.11, 5684.11
05/14/21, 5695.27, 5695.27, 5695.27, 5695.27
05/13/21, 5604.80, 5604.80, 5604.80, 5604.80
05/12/21, 5591.88, 5591.88, 5591.88, 5591.88
05/11/21, 5704.24, 5704.24, 5704.24, 5704.24
05/10/21, 5761.95, 5761.95, 5761.95, 5761.95
05/07/21, 5824.31, 5824.31, 5824.31, 5824.31
05/06/21, 5773.66, 5773.66, 5773.66, 5773.66
05/05/21, 5751.24, 5751.24, 5751.24, 5751.24
05/04/21, 5748.09, 5748.09, 5748.09, 5748.09
05/03/21, 5812.70, 5812.70, 5812.70, 5812.70
04/30/21, 5808.65, 5808.65, 5808.65, 5808.65
04/29/21, 5864.43, 5864.43, 5864.43, 5864.43
04/28/21, 5856.16, 5856.16, 5856.16, 5856.16
04/27/21, 5868.29, 5868.29, 5868.29, 5868.29
04/26/21, 5881.29, 5881.29, 5881.29, 5881.29
04/23/21, 5864.69, 5864.69, 5864.69, 5864.69
04/22/21, 5813.45, 5813.45, 5813.45, 5813.45
04/21/21, 5825.21, 5825.21, 5825.21, 5825.21
04/20/21, 5790.77, 5790.77, 5790.77, 5790.77
04/19/21, 5829.25, 5829.25, 5829.25, 5829.25
04/16/21, 5854.65, 5854.65, 5854.65, 5854.65
04/15/21, 5833.90, 5833.90, 5833.90, 5833.90
04/14/21, 5768.12, 5768.12, 5768.12, 5768.12
04/13/21, 5785.40, 5785.40, 5785.40, 5785.40
04/12/21, 5752.24, 5752.24, 5752.24, 5752.24
04/09/21, 5767.19, 5767.19, 5767.19, 5767.19
04/08/21, 5741.89, 5741.89, 5741.89, 5741.89
04/07/21, 5694.65, 5694.65, 5694.65, 5694.65
04/06/21, 5699.82, 5699.82, 5699.82, 5699.82
04/05/21, 5689.38, 5689.38, 5689.38, 5689.38
04/02/21, 5627.72, 5627.72, 5627.72, 5627.72
04/01/21, 5623.62, 5623.62, 5623.62, 5623.62
03/31/21, 5547.14, 5547.14, 5547.14, 5547.14
03/30/21, 5510.62, 5510.62, 5510.62, 5510.62
03/29/21, 5527.28, 5527.28, 5527.28, 5527.28
03/26/21, 5532.54, 5532.54, 5532.54, 5532.54
03/25/21, 5440.94, 5440.94, 5440.94, 5440.94
03/24/21, 5439.04, 5439.04, 5439.04, 5439.04
03/23/21, 5498.10, 5498.10, 5498.10, 5498.10
03/22/21, 5537.68, 5537.68, 5537.68, 5537.68
03/19/21, 5494.18, 5494.18, 5494.18, 5494.18
03/18/21, 5500.33, 5500.33, 5500.33, 5500.33
03/17/21, 5568.06, 5568.06, 5568.06, 5568.06
03/16/21, 5573.14, 5573.14, 5573.14, 5573.14
03/15/21, 5554.40, 5554.40, 5554.40, 5554.40
03/12/21, 5523.51, 5523.51, 5523.51, 5523.51
03/11/21, 5546.84, 5546.84, 5546.84, 5546.84
03/10/21, 5449.38, 5449.38, 5449.38, 5449.38
03/09/21, 5436.72, 5436.72, 5436.72, 5436.72
03/08/21, 5330.76, 5330.76, 5330.76, 5330.76
03/05/21, 5400.33, 5400.33, 5400.33, 5400.33
03/04/21, 5361.18, 5361.18, 5361.18, 5361.18
03/03/21, 5463.78, 5463.78, 5463.78, 5463.78
03/02/21, 5537.82, 5537.82, 5537.82, 5537.82
03/01/21, 5583.13, 5583.13, 5583.13, 5583.13
02/26/21, 5463.47, 5463.47, 5463.47, 5463.47
02/25/21, 5524.45, 5524.45, 5524.45, 5524.45
02/24/21, 5615.78, 5615.78, 5615.78, 5615.78
02/23/21, 5613.39, 5613.39, 5613.39, 5613.39
02/22/21, 5631.56, 5631.56, 5631.56, 5631.56
02/19/21, 5722.20, 5722.20, 5722.20, 5722.20
02/18/21, 5727.12, 5727.12, 5727.12, 5727.12
02/17/21, 5758.90, 5758.90, 5758.90, 5758.90
02/16/21, 5789.51, 5789.51, 5789.51, 5789.51
02/15/21, 5804.66, 5804.66, 5804.66, 5804.66
02/12/21, 5789.25, 5789.25, 5789.25, 5789.25
02/11/21, 5764.24, 5764.24, 5764.24, 5764.24
02/10/21, 5735.42, 5735.42, 5735.42, 5735.42
02/09/21, 5728.52, 5728.52, 5728.52, 5728.52
02/08/21, 5718.03, 5718.03, 5718.03, 5718.03
02/05/21, 5674.22, 5674.22, 5674.22, 5674.22
02/04/21, 5645.81, 5645.81, 5645.81, 5645.81
02/03/21, 5621.12, 5621.12, 5621.12, 5621.12
02/02/21, 5610.70, 5610.70, 5610.70, 5610.70
02/01/21, 5546.69, 5546.69, 5546.69, 5546.69
01/29/21, 5449.76, 5449.76, 5449.76, 5449.76
01/28/21, 5549.36, 5549.36, 5549.36, 5549.36
01/27/21, 5540.62, 5540.62, 5540.62, 5540.62
01/26/21, 5657.37, 5657.37, 5657.37, 5657.37
01/25/21, 5678.26, 5678.26, 5678.26, 5678.26
01/22/21, 5644.08, 5644.08, 5644.08, 5644.08
01/21/21, 5651.75, 5651.75, 5651.75, 5651.75
01/20/21, 5630.45, 5630.45, 5630.45, 5630.45
01/19/21, 5551.52, 5551.52, 5551.52, 5551.52
01/18/21, 5496.86, 5496.86, 5496.86, 5496.86
01/15/21, 5493.46, 5493.46, 5493.46, 5493.46
01/14/21, 5535.45, 5535.45, 5535.45, 5535.45
01/13/21, 5547.53, 5547.53, 5547.53, 5547.53
01/12/21, 5532.26, 5532.26, 5532.26, 5532.26
01/11/21, 5532.82, 5532.82, 5532.82, 5532.82
01/08/21, 5581.03, 5581.03, 5581.03, 5581.03
01/07/21, 5520.83, 5520.83, 5520.83, 5520.83
01/06/21, 5443.16, 5443.16, 5443.16, 5443.16
01/05/21, 5459.72, 5459.72, 5459.72, 5459.72
01/04/21, 5421.49, 5421.49, 5421.49, 5421.49
01/01/21, 5447.57, 5447.57, 5447.57, 5447.57
12/31/20, 5447.13, 5447.13, 5447.13, 5447.13
12/30/20, 5440.93, 5440.93, 5440.93, 5440.93
12/29/20, 5420.20, 5420.20, 5420.20, 5420.20
12/28/20, 5403.87, 5403.87, 5403.87, 5403.87
12/25/20, 5379.94, 5379.94, 5379.94, 5379.94
12/24/20, 5379.05, 5379.05, 5379.05, 5379.05
12/23/20, 5371.36, 5371.36, 5371.36, 5371.36
12/22/20, 5372.20, 5372.20, 5372.20, 5372.20
12/21/20, 5368.36, 5368.36, 5368.36, 5368.36
12/18/20, 5398.55, 5398.55, 5398.55, 5398.55
12/17/20, 5403.03, 5403.03, 5403.03, 5403.03
12/16/20, 5350.69, 5350.69, 5350.69, 5350.69
12/15/20, 5323.51, 5323.51, 5323.51, 5323.51
12/14/20, 5281.43, 5281.43, 5281.43, 5281.43
12/11/20, 5289.56, 5289.56, 5289.56, 5289.56
12/10/20, 5295.02, 5295.02, 5295.02, 5295.02
12/09/20, 5289.93, 5289.93, 5289.93, 5289.93
12/08/20, 5331.53, 5331.53, 5331.53, 5331.53
12/07/20, 5312.64, 5312.64, 5312.64, 5312.64
12/04/20, 5309.30, 5309.30, 5309.30, 5309.30
12/03/20, 5272.01, 5272.01, 5272.01, 5272.01
12/02/20, 5259.69, 5259.69, 5259.69, 5259.69
12/01/20, 5263.48, 5263.48, 5263.48, 5263.48
11/30/20, 5219.37, 5219.37, 5219.37, 5219.37
11/27/20, 5237.35, 5237.35, 5237.35, 5237.35
11/26/20, 5203.55, 5203.55, 5203.55, 5203.55
11/25/20, 5189.68, 5189.68, 5189.68, 5189.68
11/24/20, 5188.06, 5188.06, 5188.06, 5188.06
11/23/20, 5141.25, 5141.25, 5141.25, 5141.25
11/20/20, 5138.57, 5138.57, 5138.57, 5138.57
11/19/20, 5142.69, 5142.69, 5142.69, 5142.69
11/18/20, 5125.38, 5125.38, 5125.38, 5125.38
11/17/20, 5155.06, 5155.06, 5155.06, 5155.06
11/16/20, 5171.67, 5171.67, 5171.67, 5171.67
11/13/20, 5129.19, 5129.19, 5129.19, 5129.19
11/12/20, 5093.30, 5093.30, 5093.30, 5093.30
11/11/20, 5107.97, 5107.97, 5107.97, 5107.97
11/10/20, 5058.59, 5058.59, 5058.59, 5058.59
11/09/20, 5113.55, 5113.55, 5113.55, 5113.55
11/06/20, 5122.74, 5122.74, 5122.74, 5122.74
11/05/20, 5103.21, 5103.21, 5103.21, 5103.21
11/04/20, 4994.08, 4994.08, 4994.08, 4994.08
11/03/20, 4866.20, 4866.20, 4866.20, 4866.20
11/02/20, 4786.42, 4786.42, 4786.42, 4786.42
10/30/20, 4739.45, 4739.45, 4739.45, 4739.45
10/29/20, 4807.71, 4807.71, 4807.71, 4807.71
10/28/20, 4777.06, 4777.06, 4777.06, 4777.06
10/27/20, 4920.01, 4920.01, 4920.01, 4920.01
10/26/20, 4909.58, 4909.58, 4909.58, 4909.58
10/23/20, 4991.55, 4991.55, 4991.55, 4991.55
10/22/20, 4981.98, 4981.98, 4981.98, 4981.98
10/21/20, 4988.54, 4988.54, 4988.54, 4988.54
10/20/20, 4998.71, 4998.71, 4998.71, 4998.71
10/19/20, 4985.36, 4985.36, 4985.36, 4985.36
10/16/20, 5034.37, 5034.37, 5034.37, 5034.37
10/15/20, 5025.44, 5025.44, 5025.44, 5025.44
10/14/20, 5070.29, 5070.29, 5070.29, 5070.29
10/13/20, 5084.25, 5084.25, 5084.25, 5084.25
10/12/20, 5100.11, 5100.11, 5100.11, 5100.11
10/09/20, 5027.59, 5027.59, 5027.59, 5027.59
10/08/20, 4972.11, 4972.11, 4972.11, 4972.11
10/07/20, 4938.30, 4938.30, 4938.30, 4938.30
10/06/20, 4882.74, 4882.74, 4882.74, 4882.74
10/05/20, 4925.02, 4925.02, 4925.02, 4925.02
10/02/20, 4846.26, 4846.26, 4846.26, 4846.26
10/01/20, 4898.69, 4898.69, 4898.69, 4898.69
09/30/20, 4867.90, 4867.90, 4867.90, 4867.90
09/29/20, 4840.75, 4840.75, 4840.75, 4840.75
09/28/20, 4839.55, 4839.55, 4839.55, 4839.55
09/25/20, 4770.21, 4770.21, 4770.21, 4770.21
09/24/20, 4710.17, 4710.17, 4710.17, 4710.17
09/23/20, 4729.97, 4729.97, 4729.97, 4729.97
09/22/20, 4801.85, 4801.85, 4801.85, 4801.85
09/21/20, 4772.55, 4772.55, 4772.55, 4772.55
09/18/20, 4824.99, 4824.99, 4824.99, 4824.99
09/17/20, 4850.56, 4850.56, 4850.56, 4850.56
09/16/20, 4889.55, 4889.55, 4889.55, 4889.55
09/15/20, 4905.15, 4905.15, 4905.15, 4905.15
09/14/20, 4867.01, 4867.01, 4867.01, 4867.01
09/11/20, 4799.25, 4799.25, 4799.25, 4799.25
09/10/20, 4791.04, 4791.04, 4791.04, 4791.04
09/09/20, 4841.69, 4841.69, 4841.69, 4841.69
09/08/20, 4757.46, 4757.46, 4757.46, 4757.46
09/07/20, 4874.23, 4874.23, 4874.23, 4874.23
09/04/20, 4864.95, 4864.95, 4864.95, 4864.95
09/03/20, 4929.15, 4929.15, 4929.15, 4929.15
09/02/20, 5098.74, 5098.74, 5098.74, 5098.74
09/01/20, 5046.76, 5046.76, 5046.76, 5046.76
08/31/20, 5003.07, 5003.07, 5003.07, 5003.07
08/28/20, 5003.18, 5003.18, 5003.18, 5003.18
08/27/20, 4978.98, 4978.98, 4978.98, 4978.98
08/26/20, 4987.74, 4987.74, 4987.74, 4987.74
08/25/20, 4924.32, 4924.32, 4924.32, 4924.32
08/24/20, 4906.25, 4906.25, 4906.25, 4906.25
08/21/20, 4861.41, 4861.41, 4861.41, 4861.41
08/20/20, 4840.82, 4840.82, 4840.82, 4840.82
08/19/20, 4838.78, 4838.78, 4838.78, 4838.78
08/18/20, 4852.86, 4852.86, 4852.86, 4852.86
08/17/20, 4834.56, 4834.56, 4834.56, 4834.56
08/14/20, 4796.43, 4796.43, 4796.43, 4796.43
08/13/20, 4810.42, 4810.42, 4810.42, 4810.42
08/12/20, 4799.26, 4799.26, 4799.26, 4799.26
08/11/20, 4730.05, 4730.05, 4730.05, 4730.05
08/10/20, 4752.51, 4752.51, 4752.51, 4752.51
08/07/20, 4762.50, 4762.50, 4762.50, 4762.50
08/06/20, 4791.80, 4791.80, 4791.80, 4791.80
08/05/20, 4774.68, 4774.68, 4774.68, 4774.68
08/04/20, 4738.08, 4738.08, 4738.08, 4738.08
08/03/20, 4721.89, 4721.89, 4721.89, 4721.89
07/31/20, 4669.70, 4669.70, 4669.70, 4669.70
07/30/20, 4655.95, 4655.95, 4655.95, 4655.95
07/29/20, 4669.35, 4669.35, 4669.35, 4669.35
07/28/20, 4628.36, 4628.36, 4628.36, 4628.36
07/27/20, 4652.25, 4652.25, 4652.25, 4652.25
07/24/20, 4590.81, 4590.81, 4590.81, 4590.81
07/23/20, 4637.92, 4637.92, 4637.92, 4637.92
07/22/20, 4680.51, 4680.51, 4680.51, 4680.51
07/21/20, 4667.04, 4667.04, 4667.04, 4667.04
07/20/20, 4653.72, 4653.72, 4653.72, 4653.72
07/17/20, 4597.64, 4597.64, 4597.64, 4597.64
07/16/20, 4568.72, 4568.72, 4568.72, 4568.72
07/15/20, 4609.06, 4609.06, 4609.06, 4609.06
07/14/20, 4555.08, 4555.08, 4555.08, 4555.08
07/13/20, 4527.97, 4527.97, 4527.97, 4527.97
07/10/20, 4555.01, 4555.01, 4555.01, 4555.01
07/09/20, 4543.80, 4543.80, 4543.80, 4543.80
07/08/20, 4541.69, 4541.69, 4541.69, 4541.69
07/07/20, 4506.74, 4506.74, 4506.74, 4506.74
07/06/20, 4534.84, 4534.84, 4534.84, 4534.84
07/03/20, 4461.54, 4461.54, 4461.54, 4461.54
07/02/20, 4455.36, 4455.36, 4455.36, 4455.36
07/01/20, 4415.62, 4415.62, 4415.62, 4415.62
06/30/20, 4398.32, 4398.32, 4398.32, 4398.32
06/29/20, 4344.19, 4344.19, 4344.19, 4344.19
06/26/20, 4313.22, 4313.22, 4313.22, 4313.22
06/25/20, 4376.57, 4376.57, 4376.57, 4376.57
06/24/20, 4351.32, 4351.32, 4351.32, 4351.32
06/23/20, 4445.93, 4445.93, 4445.93, 4445.93
06/22/20, 4406.49, 4406.49, 4406.49, 4406.49
06/19/20, 4380.52, 4380.52, 4380.52, 4380.52
06/18/20, 4379.76, 4379.76, 4379.76, 4379.76
06/17/20, 4380.36, 4380.36, 4380.36, 4380.36
06/16/20, 4368.84, 4368.84, 4368.84, 4368.84
06/15/20, 4275.27, 4275.27, 4275.27, 4275.27
06/12/20, 4264.36, 4264.36, 4264.36, 4264.36
06/11/20, 4248.63, 4248.63, 4248.63, 4248.63
06/10/20, 4441.61, 4441.61, 4441.61, 4441.61
06/09/20, 4423.02, 4423.02, 4423.02, 4423.02
06/08/20, 4427.77, 4427.77, 4427.77, 4427.77
06/05/20, 4407.42, 4407.42, 4407.42, 4407.42
06/04/20, 4331.70, 4331.70, 4331.70, 4331.70
06/03/20, 4352.67, 4352.67, 4352.67, 4352.67
06/02/20, 4307.03, 4307.03, 4307.03, 4307.03
06/01/20, 4270.36, 4270.36, 4270.36, 4270.36
05/29/20, 4243.52, 4243.52, 4243.52, 4243.52
05/28/20, 4215.33, 4215.33, 4215.33, 4215.33
05/27/20, 4190.81, 4190.81, 4190.81, 4190.81
05/26/20, 4179.12, 4179.12, 4179.12, 4179.12
05/25/20, 4146.39, 4146.39, 4146.39, 4146.39
05/22/20, 4129.93, 4129.93, 4129.93, 4129.93
05/21/20, 4136.33, 4136.33, 4136.33, 4136.33
05/20/20, 4167.77, 4167.77, 4167.77, 4167.77
05/19/20, 4103.95, 4103.95, 4103.95, 4103.95
05/18/20, 4112.37, 4112.37, 4112.37, 4112.37
05/15/20, 4015.54, 4015.54, 4015.54, 4015.54
05/14/20, 3990.71, 3990.71, 3990.71, 3990.71
05/13/20, 3987.99, 3987.99, 3987.99, 3987.99
05/12/20, 4040.65, 4040.65, 4040.65, 4040.65
05/11/20, 4090.69, 4090.69, 4090.69, 4090.69
05/08/20, 4073.63, 4073.63, 4073.63, 4073.63
05/07/20, 4010.12, 4010.12, 4010.12, 4010.12
05/06/20, 3973.35, 3973.35, 3973.35, 3973.35
05/05/20, 3973.51, 3973.51, 3973.51, 3973.51
05/04/20, 3924.40, 3924.40, 3924.40, 3924.40
05/01/20, 3930.50, 3930.50, 3930.50, 3930.50
04/30/20, 4008.47, 4008.47, 4008.47, 4008.47
04/29/20, 4029.15, 4029.15, 4029.15, 4029.15
04/28/20, 3941.05, 3941.05, 3941.05, 3941.05
04/27/20, 3957.79, 3957.79, 3957.79, 3957.79
04/24/20, 3901.09, 3901.09, 3901.09, 3901.09
04/23/20, 3870.74, 3870.74, 3870.74, 3870.74
04/22/20, 3865.08, 3865.08, 3865.08, 3865.08
04/21/20, 3780.43, 3780.43, 3780.43, 3780.43
04/20/20, 3898.57, 3898.57, 3898.57, 3898.57
04/17/20, 3932.95, 3932.95, 3932.95, 3932.95
04/16/20, 3843.39, 3843.39, 3843.39, 3843.39
04/15/20, 3820.12, 3820.12, 3820.12, 3820.12
04/14/20, 3887.06, 3887.06, 3887.06, 3887.06
04/13/20, 3772.73, 3772.73, 3772.73, 3772.73
04/10/20, 3790.06, 3790.06, 3790.06, 3790.06
04/09/20, 3788.26, 3788.26, 3788.26, 3788.26
04/08/20, 3751.28, 3751.28, 3751.28, 3751.28
04/07/20, 3671.81, 3671.81, 3671.81, 3671.81
04/06/20, 3654.32, 3654.32, 3654.32, 3654.32
04/03/20, 3459.27, 3459.27, 3459.27, 3459.27
04/02/20, 3497.47, 3497.47, 3497.47, 3497.47
04/01/20, 3445.30, 3445.30, 3445.30, 3445.30
03/31/20, 3573.03, 3573.03, 3573.03, 3573.03
03/30/20, 3595.86, 3595.86, 3595.86, 3595.86
03/27/20, 3503.94, 3503.94, 3503.94, 3503.94
03/26/20, 3588.91, 3588.91, 3588.91, 3588.91
03/25/20, 3424.73, 3424.73, 3424.73, 3424.73
03/24/20, 3367.61, 3367.61, 3367.61, 3367.61
03/23/20, 3111.31, 3111.31, 3111.31, 3111.31
03/20/20, 3197.53, 3197.53, 3197.53, 3197.53
03/19/20, 3269.60, 3269.60, 3269.60, 3269.60
03/18/20, 3253.53, 3253.53, 3253.53, 3253.53
03/17/20, 3400.39, 3400.39, 3400.39, 3400.39
03/16/20, 3271.28, 3271.28, 3271.28, 3271.28
03/13/20, 3602.28, 3602.28, 3602.28, 3602.28
03/12/20, 3412.55, 3412.55, 3412.55, 3412.55
03/11/20, 3745.26, 3745.26, 3745.26, 3745.26
